x,project,cluster,subcluster,Readability,Understandability,Complexity,Modularity,Overall Maintainability,Do you think this code needs refactoring?,source,Issue,ClassName,CyclomaticComplexity,ComplexityRank,MaintainabilityIndex,PylintIssues_C,PylintIssues_R,PylintIssues_W,PylintIssues_E,PylintIssues_F,Comments,Multi,Blanks,PublicMethodsCount,CommentRatio,HalsteadEffort,HalsteadDifficulty,HalsteadVocabulary,bugs,code_smells,cognitive_complexity,duplicated_blocks,duplicated_lines,effort_to_reach_maintainability_rating_a,reliability_rating,reliability_remediation_effort,security_rating,security_remediation_effort,statements,sqale_index,sqale_debt_ratio,comment_lines_density,Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclExecutableUnit,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
autoencoders/autoencoder_kl.py,merged_diffusers,2.0,11.0,4.0,3.5,2.5,4.0,4.0,0.0,human_annotated,2340.0,1079.0,5.0,1.0,43.6168945312856,59.0,6.0,10.0,10.0,0.0,32.0,144.0,94.0,16.0,0.0564373897707231,14884.6792076841,9.49509803921568,115.0,1.0,6.0,98.0,31.0,290.0,0.0,2.0,5.0,1.0,0.0,234.0,47.0,0.5,40.1,7.0,1997.0,22.0,3.0,13.0,6.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.59,76.0
autoencoders/consistency_decoder_vae.py,merged_diffusers,2.0,11.0,3.5,3.0,2.5,3.5,3.5,1.0,human_annotated,3662.0,3822.0,1.0,1.0,53.0681012435439,37.0,4.0,1.0,10.0,0.0,27.0,106.0,70.0,0.0,0.0584415584415584,7989.24993485242,8.0,87.0,1.0,1.0,47.0,21.0,153.0,0.0,2.0,5.0,1.0,0.0,161.0,20.0,0.3,36.1,7.0,5142.0,24.0,3.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.51,43.0
cogvideo/pipeline_output.py,merged_diffusers,5.0,11.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,2912.0,3371.0,1.0,1.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,60.0,8.0,13469.0,36.0,4.0,25.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,326.0
community/one_step_unet.py,merged_diffusers,2.0,12.0,4.0,4.0,4.0,3.5,4.0,0.0,human_annotated,2912.0,26863.0,2.0,1.0,82.1945120829651,3.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0416666666666666,18.5754247590989,1.33333333333333,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,13.0,0.0,0.0,6.3,4.0,69840.0,8.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0
deepfloyd_if/watermark.py,merged_diffusers,6.0,32.0,4.0,4.0,3.5,3.5,4.0,0.0,human_annotated,3627.0,10709.0,4.0,1.0,60.6830444148694,8.0,1.0,1.0,3.0,0.0,1.0,0.0,14.0,1.0,0.0217391304347826,1785.23387045593,6.43478260869565,31.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,0.0,3.1,4.0,14125.0,17.0,5.0,12.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,54.0,0.0,4.0,2.0,1.0,0.04,5.0
flux/decoders.py,merged_diffusers,6.0,30.0,4.0,3.5,3.0,4.0,4.0,1.0,human_annotated,3729.0,8844.0,2.0,1.0,69.1521813224989,4.0,0.0,1.0,8.0,0.0,16.0,0.0,22.0,5.0,0.131578947368421,899.664162052205,4.35,26.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,12.0,0.5,14.4,7.0,6144.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.22,8.0
flux/pipeline_output.py,merged_diffusers,5.0,10.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,2912.0,8874.0,1.0,1.0,100.0,6.0,0.0,0.0,2.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,58.1,8.0,14515.0,41.0,4.0,29.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,0.0,1347.0
mochi/pipeline_output.py,merged_diffusers,5.0,11.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,2912.0,14471.0,1.0,1.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,60.0,8.0,15632.0,35.0,3.0,24.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,73.0
ocr_recog/RecCTCHead.py,merged_diffusers,6.0,32.0,3.0,3.5,3.5,3.5,3.5,1.0,human_annotated,3643.0,2494.0,4.0,1.0,60.6880662189612,5.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,6.96578428466209,0.5,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,4.0,345.0,20.0,2.0,19.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,5.0
schedulers/scheduling_amused.py,merged_diffusers,6.0,30.0,3.0,3.0,2.0,2.5,2.5,1.0,human_annotated,3662.0,540.0,1.0,1.0,54.562638544902,19.0,3.0,2.0,10.0,0.0,6.0,10.0,37.0,0.0,0.0246913580246913,5689.83053795283,7.15873015873016,74.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81.0,0.0,0.0,13.3,4.0,17955.0,28.0,5.0,22.0,2.0,4.0,2.0,7.0,1.0,0.0,0.0,1.0,4.0,24.0,0.0,9.0,2.0,2.0,0.07,16.0
schedulers/scheduling_cosine_dpmsolver_multistep.py,merged_diffusers,2.0,11.0,2.5,2.5,2.5,2.0,2.5,1.0,human_annotated,3662.0,4236.0,4.0,1.0,41.539429060154,53.0,6.0,11.0,36.0,0.0,50.0,135.0,100.0,15.0,0.0797227036395147,57537.426151288,12.03125,289.0,0.0,1.0,56.0,28.0,440.0,0.0,1.0,0.0,1.0,0.0,221.0,9.0,0.1,40.8,4.0,17989.0,20.0,3.0,12.0,5.0,2.0,2.0,10.0,2.0,0.0,0.0,9.0,23.0,43.0,0.0,11.0,2.0,2.0,0.6,56.0
schedulers/scheduling_ddim.py,merged_diffusers,2.0,11.0,3.0,3.5,3.0,3.0,3.0,1.0,human_annotated,3316.0,4690.0,1.0,1.0,47.9980704711702,63.0,6.0,9.0,25.0,0.0,70.0,133.0,89.0,0.0,0.120921305182342,33944.8895237709,12.2,176.0,0.0,3.0,38.0,46.0,451.0,0.0,1.0,0.0,1.0,0.0,172.0,28.0,0.4,47.9,4.0,18013.0,36.0,5.0,21.0,11.0,4.0,2.0,7.0,1.0,0.0,0.0,7.0,9.0,29.0,0.0,13.0,2.0,2.0,0.77,37.0
schedulers/scheduling_ddpm.py,merged_diffusers,2.0,11.0,3.0,2.5,2.5,2.5,3.0,1.0,human_annotated,3310.0,4703.0,1.0,1.0,44.576373403964,59.0,8.0,10.0,27.0,0.0,59.0,128.0,92.0,0.0,0.0931899641577061,45625.6953509677,13.4300518134715,211.0,1.0,4.0,64.0,29.0,448.0,0.0,3.0,3.0,1.0,0.0,218.0,36.0,0.4,41.4,4.0,18080.0,37.0,5.0,24.0,9.0,5.0,2.0,8.0,1.0,0.0,0.0,9.0,10.0,30.0,0.0,12.0,2.0,3.0,0.55,51.0
schedulers/scheduling_k_dpm_2_discrete.py,merged_diffusers,2.0,11.0,2.5,2.5,2.5,2.5,3.0,1.0,human_annotated,3672.0,11693.0,1.0,1.0,41.6117864349924,55.0,3.0,11.0,20.0,0.0,71.0,109.0,100.0,0.0,0.112054329371817,34950.9220776445,12.0942857142857,192.0,0.0,3.0,70.0,34.0,412.0,0.0,1.0,0.0,1.0,0.0,237.0,0.0,0.0,38.3,4.0,18515.0,25.0,3.0,16.0,6.0,4.0,2.0,8.0,1.0,0.0,0.0,11.0,17.0,37.0,0.0,10.0,2.0,2.0,0.52,61.0
schedulers/scheduling_lms_discrete.py,merged_diffusers,2.0,11.0,3.5,3.0,3.0,3.0,3.0,1.0,human_annotated,3672.0,11996.0,1.0,1.0,43.6743876235149,56.0,5.0,7.0,22.0,0.0,59.0,116.0,93.0,0.0,0.101449275362319,31077.7582472862,10.8729281767956,197.0,0.0,2.0,57.0,22.0,317.0,0.0,1.0,0.0,1.0,0.0,222.0,0.0,0.0,40.1,4.0,18568.0,22.0,3.0,14.0,5.0,3.0,2.0,10.0,1.0,0.0,0.0,11.0,17.0,37.0,0.0,8.0,2.0,2.0,0.56,56.0
schedulers/scheduling_pndm.py,merged_diffusers,2.0,11.0,3.5,3.5,2.0,2.5,2.5,1.0,human_annotated,3510.0,16479.0,6.0,2.0,47.8690114541239,51.0,4.0,7.0,21.0,0.0,54.0,119.0,73.0,6.0,0.111344537815126,45056.9198610802,12.4536082474227,210.0,1.0,0.0,45.0,10.0,115.0,0.0,3.0,3.0,1.0,0.0,164.0,0.0,0.0,44.9,4.0,18604.0,39.0,5.0,22.0,12.0,4.0,2.0,7.0,1.0,0.0,0.0,15.0,9.0,29.0,0.0,9.0,2.0,1.0,0.7,40.0
stable_diffusion_xl/watermark.py,merged_diffusers,6.0,32.0,3.5,3.5,3.5,3.0,3.0,1.0,human_annotated,2912.0,21469.0,3.0,1.0,78.4529761094612,4.0,1.0,0.0,3.0,0.0,5.0,0.0,15.0,1.0,0.119047619047619,581.906073581639,4.90909090909091,17.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,18.5,4.0,17326.0,12.0,4.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.2,3.0
stable_diffusion/pipeline_onnx_stable_diffusion_upscale.py,merged_diffusers,2.0,11.0,3.0,3.0,2.0,2.0,3.0,1.0,human_annotated,3335.0,16073.0,15.0,3.0,38.980433863148,70.0,16.0,3.0,15.0,0.0,39.0,79.0,73.0,3.0,0.0648464163822525,31901.1654476326,12.0030303030303,182.0,1.0,4.0,95.0,26.0,270.0,0.0,2.0,5.0,1.0,0.0,198.0,71.0,0.6,23.0,4.0,16766.0,86.0,9.0,59.0,17.0,9.0,1.0,18.0,5.0,0.0,0.0,0.0,6.0,53.0,0.0,16.0,2.0,4.0,0.28,52.0
vqgan/discriminator.py,merged_diffusers,6.0,32.0,3.0,4.0,4.0,4.0,4.0,0.0,human_annotated,2912.0,6008.0,4.0,1.0,69.0325442715642,6.0,1.0,0.0,4.0,0.0,1.0,3.0,5.0,1.0,0.0208333333333333,1385.39275903106,5.89473684210526,26.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,9.3,4.0,21020.0,17.0,0.0,17.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,54.0,0.0,3.0,2.0,1.0,0.0,5.0
wan/decoders.py,merged_diffusers,6.0,30.0,4.0,3.0,4.0,4.0,4.0,0.0,human_annotated,3738.0,27750.0,2.0,1.0,73.6742628338054,3.0,0.0,0.0,6.0,0.0,14.0,0.0,17.0,5.0,0.123809523809524,103.612312107951,2.0,13.0,0.0,2.0,2.0,1.0,30.0,0.0,1.0,0.0,1.0,0.0,37.0,7.0,0.3,12.8,7.0,6144.0,9.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.19,8.0
wuerstchen/modeling_paella_vq_model.py,merged_diffusers,6.0,30.0,3.0,4.0,4.0,4.0,4.0,1.0,human_annotated,2340.0,14172.0,2.0,1.0,65.6437294579514,14.0,5.0,2.0,2.0,0.0,20.0,23.0,26.0,1.0,0.11046511627907,4845.37376041993,8.0952380952381,52.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,71.0,5.0,0.2,28.8,4.0,17652.0,11.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.26,2.0
wuerstchen/modeling_wuerstchen_prior.py,merged_diffusers,6.0,30.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,2313.0,28175.0,5.0,1.0,62.9861882169349,15.0,3.0,0.0,5.0,0.0,19.0,17.0,28.0,5.0,0.103448275862069,2026.8139884191,6.75,44.0,0.0,1.0,38.0,16.0,85.0,0.0,1.0,0.0,1.0,0.0,89.0,7.0,0.2,24.7,4.0,17687.0,18.0,3.0,13.0,2.0,3.0,4.0,11.0,6.0,0.0,0.0,6.0,6.0,86.0,0.0,8.0,2.0,3.0,0.23,27.0
apertus/configuration_apertus.py,merged_transformers,10.0,30.0,2.5,3.0,2.5,3.5,3.0,0.0,human_annotated,2838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4616.0,31.0,2.0,56.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.66,4.0
arcee/modeling_arcee.py,merged_transformers,2.0,14.0,3.5,3.0,3.0,3.5,3.0,0.0,human_annotated,3597.0,670.0,2.0,1.0,44.5946688974559,46.0,23.0,10.0,2.0,0.0,31.0,38.0,85.0,1.0,0.0532544378698224,9993.24250534598,9.70289855072464,82.0,0.0,0.0,21.0,94.0,343.0,0.0,1.0,0.0,1.0,0.0,214.0,0.0,0.0,16.7,7.0,68262.0,18.0,2.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.2,36.0
bitnet/modeling_bitnet.py,merged_transformers,2.0,14.0,3.0,3.0,3.0,3.5,3.5,0.0,human_annotated,3301.0,1929.0,2.0,1.0,45.4713052138317,49.0,21.0,10.0,2.0,0.0,30.0,42.0,80.0,2.0,0.0531697341513292,10138.8006446855,9.61267605633803,84.0,0.0,0.0,21.0,87.0,354.0,0.0,1.0,0.0,1.0,0.0,213.0,0.0,0.0,18.1,7.0,68280.0,19.0,2.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.22,36.0
canine/test_tokenization_canine.py,merged_transformers,3.0,18.0,3.5,3.0,3.5,3.5,3.5,0.0,human_annotated,0.0,2715.0,2.0,1.0,50.567741474288,35.0,0.0,2.0,15.0,0.0,33.0,0.0,63.0,20.0,0.0943952802359882,213.145327764927,2.4,13.0,0.0,10.0,16.0,4.0,64.0,0.0,1.0,0.0,1.0,0.0,188.0,38.0,0.5,10.9,7.0,161531.0,13.0,2.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.14,33.0
convnext/modeling_convnext.py,merged_transformers,2.0,14.0,3.5,3.0,3.0,3.5,3.5,0.0,human_annotated,688.0,4087.0,2.0,1.0,40.8366779321566,39.0,8.0,13.0,4.0,0.0,31.0,52.0,89.0,2.0,0.0512295081967213,16494.1254264921,11.456043956044,106.0,1.0,3.0,68.0,29.0,222.0,0.0,3.0,5.0,1.0,0.0,231.0,23.0,0.2,22.4,7.0,68306.0,13.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.34,51.0
convnextv2/modeling_convnextv2.py,merged_transformers,2.0,14.0,3.5,3.0,3.5,4.0,3.5,0.0,human_annotated,656.0,4108.0,2.0,1.0,41.0109443711092,46.0,9.0,13.0,4.0,0.0,39.0,52.0,94.0,2.0,0.0724070450097847,16685.7766125374,11.0204081632653,113.0,1.0,3.0,64.0,29.0,222.0,0.0,3.0,5.0,1.0,0.0,241.0,23.0,0.2,23.8,7.0,68307.0,12.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.37,50.0
depth_anything/modeling_depth_anything.py,merged_transformers,2.0,14.0,3.5,3.0,3.5,4.0,4.0,0.0,human_annotated,3315.0,5637.0,4.0,1.0,53.0828526983668,34.0,11.0,4.0,3.0,0.0,31.0,75.0,94.0,1.0,0.0700934579439252,6235.0697008196,10.6219512195122,54.0,1.0,1.0,37.0,6.0,121.0,0.0,2.0,5.0,1.0,0.0,184.0,10.0,0.1,34.2,7.0,68329.0,16.0,3.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.48,46.0
dinov2_with_registers/convert_dinov2_with_registers_to_hf.py,merged_transformers,8.0,41.0,3.0,2.5,3.0,2.5,2.5,1.0,human_annotated,2222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,6.0,175.0,0.0,1.0,0.0,1.0,0.0,146.0,10.0,0.2,16.9,7.0,5325.0,33.0,4.0,27.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.21,24.0
ernie4_5/modular_ernie4_5.py,merged_transformers,2.0,10.0,3.5,3.0,3.5,3.5,3.5,0.0,human_annotated,138.0,6943.0,4.0,1.0,71.8207884623673,23.0,6.0,4.0,5.0,0.0,20.0,24.0,24.0,1.0,0.130081300813008,1661.90452814178,5.18518518518519,34.0,2.0,4.0,2.0,4.0,49.0,0.0,5.0,2.0,1.0,0.0,47.0,20.0,1.2,43.0,7.0,69145.0,13.0,2.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.78,7.0
fsmt/tokenization_fsmt.py,merged_transformers,2.0,11.0,3.0,2.0,2.5,3.5,3.0,1.0,human_annotated,712.0,7535.0,3.0,1.0,46.7306665843034,36.0,6.0,5.0,0.0,0.0,32.0,85.0,78.0,15.0,0.0655737704918032,8263.77156785798,8.60810810810811,87.0,1.0,2.0,48.0,11.0,153.0,0.0,2.0,5.0,1.0,0.0,232.0,15.0,0.2,31.7,7.0,206842.0,15.0,1.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,0.42,56.0
glpn/configuration_glpn.py,merged_transformers,10.0,31.0,3.5,3.0,3.5,3.5,3.5,0.0,human_annotated,2838.0,9302.0,2.0,1.0,100.0,9.0,4.0,7.0,0.0,0.0,14.0,56.0,17.0,0.0,0.103703703703704,0.0,0.0,0.0,0.0,7.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,28.0,35.0,2.5,61.5,7.0,4739.0,22.0,1.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.51,2.0
granite/modeling_granite.py,merged_transformers,2.0,14.0,3.5,3.0,3.0,3.5,3.5,0.0,human_annotated,3597.0,9980.0,4.0,1.0,43.4735825528817,54.0,22.0,10.0,2.0,0.0,38.0,60.0,94.0,1.0,0.0565371024734982,13451.557208819,10.0176470588235,98.0,0.0,1.0,37.0,86.0,425.0,0.0,1.0,0.0,1.0,0.0,237.0,12.0,0.1,20.8,7.0,68510.0,22.0,3.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.27,49.0
graphormer/collating_graphormer.py,merged_transformers,2.0,10.0,2.5,2.0,3.0,3.0,2.0,1.0,human_annotated,2912.0,10127.0,10.0,2.0,57.4396168181753,15.0,1.0,0.0,4.0,0.0,19.0,0.0,33.0,0.0,0.0296296296296296,3420.19111811526,7.87878787878788,43.0,1.0,0.0,23.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,88.0,0.0,0.0,16.2,7.0,4152.0,22.0,5.0,22.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0.19,19.0
helium/modular_helium.py,merged_transformers,6.0,30.0,3.5,3.0,3.5,3.5,3.0,0.0,human_annotated,2344.0,10409.0,2.0,1.0,70.1404766689847,21.0,11.0,7.0,5.0,0.0,17.0,18.0,38.0,2.0,0.113333333333333,816.506595109258,3.2,30.0,0.0,0.0,0.0,4.0,56.0,0.0,1.0,0.0,1.0,0.0,70.0,0.0,0.0,30.3,8.0,40678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgp_str/modeling_mgp_str.py,merged_transformers,2.0,14.0,3.5,2.5,3.5,4.0,4.0,0.0,human_annotated,3621.0,13967.0,2.0,1.0,44.2034317177755,44.0,11.0,9.0,4.0,0.0,26.0,45.0,92.0,2.0,0.0478260869565217,8524.3384396296,8.91428571428571,83.0,1.0,1.0,33.0,2.0,22.0,0.0,3.0,5.0,1.0,0.0,221.0,5.0,0.1,21.7,7.0,68574.0,14.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.26,50.0
mobilenet_v1/configuration_mobilenet_v1.py,merged_transformers,10.0,31.0,3.5,3.0,3.5,3.5,3.0,0.0,human_annotated,4172.0,14364.0,3.0,1.0,80.3441141247145,8.0,4.0,0.0,0.0,0.0,14.0,37.0,25.0,0.0,0.111111111111111,15.5097750043269,1.0,6.0,0.0,0.0,3.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,53.3,7.0,4823.0,8.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.06,7.0
modular-transformers/modeling_global_indexing.py,merged_transformers,6.0,31.0,3.5,2.5,3.0,4.0,4.0,0.0,human_annotated,3587.0,9870.0,4.0,1.0,64.2080658170561,19.0,9.0,5.0,7.0,0.0,8.0,22.0,30.0,1.0,0.0473372781065088,3183.65645235629,6.51315789473684,47.0,0.0,0.0,5.0,51.0,134.0,0.0,1.0,0.0,1.0,0.0,76.0,0.0,0.0,23.2,4.0,68491.0,32.0,4.0,28.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,4.0,1.0,1.0,0.03,5.0
modular-transformers/modeling_switch_function.py,merged_transformers,6.0,31.0,4.0,2.5,3.0,4.0,4.0,0.0,human_annotated,3587.0,22084.0,4.0,1.0,65.5527447131967,20.0,9.0,4.0,7.0,0.0,9.0,22.0,25.0,1.0,0.05625,2745.92654816484,6.25,45.0,0.0,0.0,5.0,46.0,127.0,0.0,1.0,0.0,1.0,0.0,71.0,0.0,0.0,23.1,4.0,68856.0,32.0,4.0,28.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,4.0,1.0,1.0,0.03,5.0
modular-transformers/modular_add_function.py,merged_transformers,3.0,19.0,4.0,3.5,4.0,4.0,4.0,0.0,human_annotated,251.0,23939.0,2.0,1.0,100.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0,3.0,1.0,0.333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,5.0,2.4,41.7,4.0,69102.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0
modular-transformers/modular_from_uppercase_model.py,merged_transformers,0.0,1.0,4.0,3.5,4.0,4.0,4.0,0.0,human_annotated,0.0,9048.0,1.0,1.0,100.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,25.0,4.0,69152.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
modular-transformers/modular_new_imgproc_model.py,merged_transformers,0.0,2.0,4.0,3.5,4.0,4.0,4.0,0.0,human_annotated,2912.0,10965.0,2.0,1.0,78.0150858519297,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,2.37744375108173,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,69294.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,4.0,0.0,0.0,1.0
cohere2_vision/configuration_cohere2_vision.py,merged_transformers,10.0,32.0,2.5,3.0,2.5,4.0,4.0,0.0,human_annotated,4371.0,3418.0,8.0,2.0,86.113439722927,6.0,2.0,0.0,0.0,0.0,13.0,18.0,14.0,0.0,0.154761904761905,62.0391000173078,2.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,44.3,7.0,4652.0,18.0,4.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.84,6.0
nezha/configuration_nezha.py,merged_transformers,10.0,31.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,4375.0,15497.0,2.0,1.0,100.0,11.0,4.0,0.0,0.0,0.0,0.0,48.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,20.0,1.6,57.1,7.0,4850.0,20.0,1.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.14,2.0
pixtral/configuration_pixtral.py,merged_transformers,10.0,32.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,4371.0,17215.0,2.0,1.0,81.1024370301235,4.0,3.0,0.0,0.0,0.0,13.0,40.0,18.0,0.0,0.122641509433962,2.37744375108173,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,63.8,7.0,4877.0,16.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.59,2.0
